1	Thật kinh ngạc, 42 khối vuông hình sắc cạnh không hơn kém nhau 1 gam.	Thật tuyệt vời, các khối hình đều giống nhau giống nhau một cách đáng kinh ngạc.	3	Hình học
731	Sáng 16-9-2004, công trình xây dựng cầu tạm bắc qua kênh Xáng tại xã Bình Lợi, huyện Bình Chánh, TP. Hồ Chí Minh (Công ty Công trình giao thông công chánh trúng thầu) đã được khởi công.	Sáng 16-9-2004, công trình xây dựng cầu tạm bắc qua kênh Xáng tại xã Bình Lợi, huyện Bình Chánh, TP. Hồ Chí Minh (do Công ty Công trình giao thông công chánh trúng thầu) đã bị hoãn lại.	0	Xây Dựng
732	Sáng 16-9-2004, công trình xây dựng cầu tạm bắc qua kênh Xáng tại xã Bình Lợi, huyện Bình Chánh, TP. Hồ Chí Minh (Công ty Công trình giao thông công chánh trúng thầu) đã được khởi công.	Công trình đã được khởi công vào ngày 16-9-2004.	3	Xây Dựng
733	Đây là các thuốc chuyên khoa đặc trị bệnh tim mạch, tiểu đường, bệnh lý mạch máu... mà nhiều trường hợp bệnh mãn tính phải uống dài hạn.	Đây là các loại thuốc chuyên môn được dùng để điều trị bệnh tim mạch, tiểu đường, và các vấn đề liên quan đến mạch máu, mà nhiều bệnh nhân mãn tính phải sử dụng trong thời gian dài.	3	Y Tế
734	Đây là các thuốc chuyên khoa đặc trị bệnh tim mạch, tiểu đường, bệnh lý mạch máu... mà nhiều trường hợp bệnh mãn tính phải uống dài hạn.	Đây là các sản phẩm không chữa được bệnh tim mạch, tiểu đường, hay bất kỳ bệnh lý nào liên quan đến mạch máu, mà ít khi được sử dụng cho những trường hợp bệnh nhân mãn tính.	0	Y Tế
735	Đây là các thuốc chuyên khoa đặc trị bệnh tim mạch, tiểu đường, bệnh lý mạch máu... mà nhiều trường hợp bệnh mãn tính phải uống dài hạn.	Ở đây không có thuốc đặc trị bệnh tim mạch hay tiểu đường.	1	Y Tế
736	TP. Hồ Chí Minh vừa giao cho Lực lượng Thanh niên xung phong TP làm chủ đầu tư dự án xây dựng khu dân cư Nhị Xuân ở xã Xuân Thới Sơn, huyện Hóc Môn.	TP. Hồ Chí Minh đã ủy quyền cho Lực lượng Thanh niên xung phong TP làm chủ đầu tư dự án xây dựng khu dân cư Nhị Xuân ở xã Xuân Thới Sơn, huyện Hóc Môn.	4	Pháp Luật
737	TP. Hồ Chí Minh vừa giao cho Lực lượng Thanh niên xung phong TP làm chủ đầu tư dự án xây dựng khu dân cư Nhị Xuân ở xã Xuân Thới Sơn, huyện Hóc Môn.	TP. Hồ Chí Minh đã thu hồi quyền chủ đầu tư dự án xây dựng khu dân cư Nhị Xuân ở xã Xuân Thới Sơn, huyện Hóc Môn từ Lực lượng Thanh niên xung phong TP.	0	Pháp Luật
738	TP. Hồ Chí Minh vừa giao cho Lực lượng Thanh niên xung phong TP làm chủ đầu tư dự án xây dựng khu dân cư Nhị Xuân ở xã Xuân Thới Sơn, huyện Hóc Môn.	Quyền sử dụng đất đã bị thu hồi ở nhiều khu vực.	1	Pháp Luật
739	Đã tìm được thi thể của 16 trong số 23 người mất tích.	Đã tìm thấy xác của 16 trong số 23 người đã mất tích.	4	Tin Tức
740	Đã tìm được thi thể của 16 trong số 23 người mất tích.	Đã không tìm thấy thi thể của 16/23 người mất tích.	0	Tin Tức
741	Đã tìm được thi thể của 16 trong số 23 người mất tích.	Số người mất tích lên tới 23 người.	3	Tin Tức
742	Được biết, trước đó Thủ tướng Chính phủ đã yêu cầu UBND TP nghiên cứu, trả lời kiến nghị của Hiệp hội Vận tải hàng hóa TP. Hồ Chí Minh về vấn đề thu phí giao thông đường Huỳnh Tấn Phát và có báo cáo lên Thủ tướng.	Được thông tin, trước đó Thủ tướng Chính phủ đã yêu cầu UBND TP nghiên cứu, đáp ứng kiến nghị của Hiệp hội Vận tải hàng hóa TP. Hồ Chí Minh về vấn đề thu phí giao thông đường Huỳnh Tấn Phát và gửi báo cáo lên Thủ tướng.	4	Tin Tức
743	Được biết, trước đó Thủ tướng Chính phủ đã yêu cầu UBND TP nghiên cứu, trả lời kiến nghị của Hiệp hội Vận tải hàng hóa TP. Hồ Chí Minh về vấn đề thu phí giao thông đường Huỳnh Tấn Phát và có báo cáo lên Thủ tướng.	Được biết, sau đó Thủ tướng Chính phủ đã yêu cầu UBND TP không cần nghiên cứu, không cần trả lời kiến nghị của Hiệp hội Vận tải hàng hóa TP. Hồ Chí Minh về vấn đề thu phí giao thông đường Huỳnh Tấn Phát và không có báo cáo lên Thủ tướng.	0	Tin Tức
744	Được biết, trước đó Thủ tướng Chính phủ đã yêu cầu UBND TP nghiên cứu, trả lời kiến nghị của Hiệp hội Vận tải hàng hóa TP. Hồ Chí Minh về vấn đề thu phí giao thông đường Huỳnh Tấn Phát và có báo cáo lên Thủ tướng.	Việc thu phí giao thông đang được triển khai theo từng xã.	1	Tin Tức
745	Theo tính toán của các chuyên gia trong ngành thuế, số tiền xử phạt chậm nộp mà Công ty PMH phải đóng có thể lên đến hơn 100 tỉ đồng.	Dựa vào ước tính của các chuyên gia thuế, khoản tiền phạt mà Công ty PMH có thể phải trả vì việc nộp chậm có thể vượt quá 100 tỷ đồng.	4	Kinh Doanh
746	Theo tính toán của các chuyên gia trong ngành thuế, số tiền xử phạt chậm nộp mà Công ty PMH phải đóng có thể lên đến hơn 100 tỉ đồng.	Các chuyên gia trong lĩnh vực thuế tính toán rằng, số tiền xử phạt chậm nộp của Công ty PMH sẽ không vượt quá 100 tỷ đồng.	2	Kinh Doanh
747	Theo tính toán của các chuyên gia trong ngành thuế, số tiền xử phạt chậm nộp mà Công ty PMH phải đóng có thể lên đến hơn 100 tỉ đồng.	Một số công ty đã bị phá sản vì dịch bệnh.	0	Kinh Doanh
748	Theo báo cáo của huyện Duy Xuyên, từ ngày 30 - 7 đến ngày 15 - 9, tại làng An Trung đã xảy ra hơn 46 vụ cháy (chưa tính các vụ cháy nhỏ).	Từ báo cáo của huyện Duy Xuyên, trong khoảng thời gian từ ngày 30 - 7 đến ngày 15 - 9, đã có hơn 46 vụ cháy xảy ra ở làng An Trung (không kể các vụ cháy nhỏ).	4	Tin Tức
749	Theo báo cáo của huyện Duy Xuyên, từ ngày 30 - 7 đến ngày 15 - 9, tại làng An Trung đã xảy ra hơn 46 vụ cháy (chưa tính các vụ cháy nhỏ).	Theo thông tin từ huyện Duy Xuyên, từ ngày 30 - 7 đến ngày 15 - 9, không có vụ cháy nào được ghi nhận tại làng An Trung.	0	Tin Tức
750	Theo báo cáo của huyện Duy Xuyên, từ ngày 30 - 7 đến ngày 15 - 9, tại làng An Trung đã xảy ra hơn 46 vụ cháy (chưa tính các vụ cháy nhỏ).	Cháy nhà dạo gần đây thường xuyên xảy ra tại nhiều trung cư.	1	Tin Tức
751	Viện Kiểm sát nhân dân thành phố Hà Nội nằm ở số 43B Hai Bà Trưng cũng không thể "nhắm mắt làm ngơ" trước lợi thế có mặt tiền của mình.	Viện Kiểm sát nhân dân thành phố Hà Nội, đặt tại địa chỉ 43B Hai Bà Trưng, cũng không thể bỏ qua lợi thế có mặt tiền của mình.	4	Đời Sống
752	Viện Kiểm sát nhân dân thành phố Hà Nội nằm ở số 43B Hai Bà Trưng cũng không thể "nhắm mắt làm ngơ" trước lợi thế có mặt tiền của mình.	Viện Kiểm sát nhân dân thành phố Hà Nội, đặt tại địa chỉ 43B Hai Bà Trưng, cũng có thể "nhắm mắt làm ngơ" trước lợi thế có mặt tiền của mình.	0	Đời Sống
753	Viện Kiểm sát nhân dân thành phố Hà Nội nằm ở số 43B Hai Bà Trưng cũng không thể "nhắm mắt làm ngơ" trước lợi thế có mặt tiền của mình.	Với lợi thế mặt tiền nhiều toà nhà đã hưởng lợi rất nhiều.	1	Đời Sống
754	Thông tin ban đầu từ chính quyền huyện Bát Xát cho biết tại khu vực trên trước khi xảy ra lở đất có bốn hộ gia đình sinh sống quần tụ, gồm hộ các ông Chảo Sành Kinh, Chảo Láo Sử, Chảo Dúi Ngan và Chảo Láo Lù, cách trung tâm xã gần 1 km.	Thông tin ban đầu từ cơ quan chính quyền huyện Bát Xát cho biết rằng tại khu vực đó trước khi xảy ra sự cố, có tổn thất cho bốn gia đình, bao gồm hộ gia đình của ông Chảo Sành Kinh, ông Chảo Láo Sử, ông Chảo Dúi Ngan và ông Chảo Láo Lù, đều sinh sống cùng khu vực, cách trung tâm xã khoảng 1 km.	4	Thiên Tai
755	Thông tin ban đầu từ chính quyền huyện Bát Xát cho biết tại khu vực trên trước khi xảy ra lở đất có bốn hộ gia đình sinh sống quần tụ, gồm hộ các ông Chảo Sành Kinh, Chảo Láo Sử, Chảo Dúi Ngan và Chảo Láo Lù, cách trung tâm xã gần 1 km.	Thông tin ban đầu từ chính quyền huyện Bát Xát không cho biết gì về tình hình tại khu vực trước khi xảy ra lở đất, và không có sự kết hợp hay quần tụ của bất kỳ hộ gia đình nào.	1	Thiên Tai
756	Thông tin ban đầu từ chính quyền huyện Bát Xát cho biết tại khu vực trên trước khi xảy ra lở đất có bốn hộ gia đình sinh sống quần tụ, gồm hộ các ông Chảo Sành Kinh, Chảo Láo Sử, Chảo Dúi Ngan và Chảo Láo Lù, cách trung tâm xã gần 1 km.	Vụ lở đất đã khiến nhiều người thiệt mạng.	1	Thiên Tai
757	Như Tuổi Trẻ đã đưa tin ngày 9-9, thường trực Tỉnh ủy Tiền Giang đã ra quyết định cách chức ủy viên thường vụ huyện ủy đối với ông Nguyễn Văn Lũ (là phó chủ tịch thường trực UBND huyện Cai Lậy).	Tuổi Trẻ đã đăng tin vào ngày 9-9 rằng, thường trực Tỉnh ủy Tiền Giang đã quyết định miễn nhiệm ông Nguyễn Văn Lũ khỏi vị trí ủy viên thường vụ của huyện ủy (ông Lũ là phó chủ tịch thường trực UBND huyện Cai Lậy).	4	Pháp Luật
758	Như Tuổi Trẻ đã đưa tin ngày 9-9, thường trực Tỉnh ủy Tiền Giang đã ra quyết định cách chức ủy viên thường vụ huyện ủy đối với ông Nguyễn Văn Lũ (là phó chủ tịch thường trực UBND huyện Cai Lậy).	Ngày 9-9, Tuổi Trẻ không có bài báo nào về quyết định của thường trực Tỉnh ủy Tiền Giang về việc cách chức ông Nguyễn Văn Lũ khỏi vị trí ủy viên thường vụ của huyện ủy (ông Lũ là phó chủ tịch thường trực UBND huyện Cai Lậy).	0	Pháp Luật
759	Như Tuổi Trẻ đã đưa tin ngày 9-9, thường trực Tỉnh ủy Tiền Giang đã ra quyết định cách chức ủy viên thường vụ huyện ủy đối với ông Nguyễn Văn Lũ (là phó chủ tịch thường trực UBND huyện Cai Lậy).	Vì tham ô nen ông Nguyễn Văn Lù bị cắt chức.	1	Pháp Luật
760	Ông Nguyễn Xuân Phúc, Chủ tịch UBND tỉnh Quảng Nam, cũng cho biết trong khi chờ đợi Bộ Khoa học - Công nghệ có kết luận chính thức, trước mắt tỉnh sẽ hỗ trợ các hộ trong khu vực cháy mỗi hộ 10 kg gạo.	Ông Nguyễn Xuân Phúc, Chủ tịch UBND tỉnh Quảng Nam, cũng đã thông báo rằng trong khi đang đợi Bộ Khoa học - Công nghệ có kết luận chính thức, tỉnh sẽ cung cấp hỗ trợ gạo cho các hộ dân trong khu vực cháy với mỗi hộ nhận được 10 kg.	4	Đời Sống
761	Ông Nguyễn Xuân Phúc, Chủ tịch UBND tỉnh Quảng Nam, cũng cho biết trong khi chờ đợi Bộ Khoa học - Công nghệ có kết luận chính thức, trước mắt tỉnh sẽ hỗ trợ các hộ trong khu vực cháy mỗi hộ 10 kg gạo.	Dù đã có kết luận chính thức từ Bộ Khoa học - Công nghệ, nhưng ông Nguyễn Xuân Phúc, Chủ tịch UBND tỉnh Quảng Nam, không cho biết kế hoạch cụ thể về việc hỗ trợ gạo cho các hộ dân trong khu vực cháy.	0	Đời Sống
762	Ông Nguyễn Xuân Phúc, Chủ tịch UBND tỉnh Quảng Nam, cũng cho biết trong khi chờ đợi Bộ Khoa học - Công nghệ có kết luận chính thức, trước mắt tỉnh sẽ hỗ trợ các hộ trong khu vực cháy mỗi hộ 10 kg gạo.	Ông Phúc đã ủng hộ mỗi hộ dân 10 kg gạo.	2	Đời Sống
763	Quê ở Bắc Giang, sinh ra mà không biết mặt bố mình, bởi ông đã anh dũng hy sinh trong cuộc chiến biên giới phía Bắc năm 1979 khi cô mới ba tháng tuổi.	Quê ở Bắc Giang, không gặp mặt cha từ khi cô mới ba tháng tuổi, do ông đã hy sinh trong cuộc chiến biên giới phía Bắc năm 1979.	3	Chiến Tranh
764	Quê ở Bắc Giang, sinh ra mà không biết mặt bố mình, bởi ông đã anh dũng hy sinh trong cuộc chiến biên giới phía Bắc năm 1979 khi cô mới ba tháng tuổi.	Quê ở Bắc Giang, luôn được cha bảo bọc và chăm sóc từ khi cô mới ba tháng tuổi, vì ông luôn hiện diện trong gia đình mình.	1	Chiến Tranh
765	Quê ở Bắc Giang, sinh ra mà không biết mặt bố mình, bởi ông đã anh dũng hy sinh trong cuộc chiến biên giới phía Bắc năm 1979 khi cô mới ba tháng tuổi.	Những người lính đã hi sinh anh dũng trong cuộc chiến biên giới phía Bắc năm 1979.	2	Chiến Tranh
766	Công ty TNHH Hoàn Cầu bị phạt 20 triệu đồng (mức phạt cao nhất theo quy định), đồng thời phải "đình chỉ ngay hành vi sử dụng đất không đúng mục đích và giữ nguyên hiện trạng chờ ý kiến của cơ quan có thẩm quyền".	Công ty TNHH Hoàn Cầu bị phạt 20 triệu đồng (mức phạt cao nhất theo qui định), cũng phải "ngưng ngay hành vi sử dụng đất không đúng mục đích và duy trì hiện trạng đang có để đợi ý kiến của cơ quan có thẩm quyền".	4	Pháp Luật
767	Công ty TNHH Hoàn Cầu bị phạt 20 triệu đồng (mức phạt cao nhất theo quy định), đồng thời phải "đình chỉ ngay hành vi sử dụng đất không đúng mục đích và giữ nguyên hiện trạng chờ ý kiến của cơ quan có thẩm quyền".	Công ty TNHH Hoàn Cầu không bị phạt và được phép tiếp tục sử dụng đất mà không cần chờ ý kiến của cơ quan có thẩm quyền.	1	Pháp Luật
